epoch,loss,val_loss
0,21.711190533925251,12.852006497590438
1,11.268225531980216,11.114704878433891
2,10.66313087509339,10.574239813763162
3,10.241880956902561,10.124787040378736
4,9.8324371131069697,9.6545051491778828
5,9.398770228925958,9.0471705561098847
6,8.9732999916536258,8.7229492767997403
7,8.6366971544472566,8.304746938788373
8,8.3563329110662625,8.0946916082630995
9,8.1203986593039641,7.931335055309793
10,7.9181887730058413,7.6044626857923427
11,7.6725837293877657,7.2944447890571924
12,7.4227751479091415,7.1955720652704658
13,7.193464945597821,6.9044821366019873
14,6.9682782931500169,6.8002498875493584
15,6.6907114925154723,6.4755832008693526
16,6.4154895874391116,6.4132447035416309
17,6.0234725618936933,6.2358133067255439
18,5.638624352144908,5.5841142198313838
19,5.3460794356932126,5.576552204463793
20,5.0736147639263107,5.1541933184084687
21,4.7314202239714476,4.7853012706922451
22,4.442820006106273,4.7509325483570928
23,4.1931101299193969,4.4660940688589346
24,3.9730065788131164,4.2002798992654551
25,3.6914719070296691,3.9189546522886856
26,3.4811579721519745,4.2457895278930664
27,3.3966710452573845,3.8699160866115405
28,3.1775962703199272,3.8746058318925942
29,3.0655974566218362,3.5729692500570547
30,2.9513695153845361,3.5030126053354014
31,2.7851207256317139,3.6404484510421753
32,2.6634699221116951,3.271926382313604
33,2.5088636315012551,3.0328913564267368
34,2.3916614213621759,3.4739713616993115
35,2.3081535732889749,3.4337592332259468
36,2.2316637671137429,3.2422985201296597
37,2.1546472066856293,3.4487813037374746
38,2.0421871966626273,3.0191679363665371
39,1.9807302003883454,3.3520456241524736
40,1.9659113079668529,3.3804454544316167
41,1.8978690354220837,3.1620927116145259
42,1.7886383734553692,3.0894998001015703
43,1.7352679637541253,2.9153285493021426
44,1.7765538850462581,3.1722773417182593
45,1.6690443639295647,3.2612088037573774
46,1.6016871591648423,2.9393755145694898
47,1.5696340655706016,3.0881099286286728
48,1.5587378524872193,3.1218751668930054
49,1.4876591620675053,2.8158718503039815
50,1.5239053885620761,3.0288592732470967
51,1.4672184873776264,3.0267678240071172
52,1.3904820508267506,3.1824354788531428
53,1.3815097263060421,3.4414081547571267
54,1.3690700832619724,2.7511706404064014
55,1.3081033452447639,3.2279222218886665
56,1.316203291157642,3.4939941737962807
57,1.3085694471037532,3.0426927804946899
58,1.252876877784729,3.2245690615280815
59,1.2551448366728173,2.8651214112406191
60,1.2620606501418423,3.3291836173638054
61,1.2303056056240955,2.8860014055086221
62,1.1587118836770576,2.981274389702341
63,1.1490301001502807,3.0168714626975683
64,1.1373839952859535,3.2850878782894299
65,1.0728876246027199,3.4049727320671082
66,1.1284878419106266,3.1786984412566475
67,1.0265020221830852,3.292943695317144
68,1.1215224653841502,3.365265861801479
69,1.0291962698999657,3.1973201684329822
70,0.96069004557218896,3.1783866830494092
71,0.9891486336667854,3.4379277903100718
72,0.96446880231420673,3.4615945712379785
73,0.97067828745727081,3.2055056121038352
74,0.92502049437488421,3.7379320600758428
75,1.0085017092256661,3.5855315897775735
76,0.96436778321323624,3.6335387748220693
77,0.91786504402218094,3.6580711499504419
78,0.85962365118854012,3.2658083257467849
79,0.89027305503925647,3.7308732012043828
80,0.9426382334835558,3.5829619687536489
81,0.86290910301438295,3.5995246016460918
82,0.83697318456259118,3.40635746717453
83,0.84195520181253736,3.4489214705384295
84,0.84232062999024448,3.812507530917292
85,0.81054272170526431,3.2470253187677134
86,0.80456135574593601,3.2758225669031558
87,0.8122330218194479,3.4209538205810217
88,0.86147302891834676,3.6405138347459878
89,0.81895977833184852,3.587825254253719
90,0.76365284926920052,3.3478526162064592
91,0.76813328714973961,3.8173374015352
92,0.72118792799581966,3.428474669871123
93,0.74345979525382255,3.4546628387077996
94,0.73661115011536926,3.2949836772421133
95,0.67879193626254442,3.6980703032535054
96,0.69485341353588792,3.5059359643770303
97,0.6854424514325268,3.6930961453396343
98,0.70471401763967723,3.3683877354082852
99,0.66642126692346781,3.8127967248792234
100,0.69441923409341333,3.9468617024629014
101,0.68151272420423581,4.0443888073382173
102,0.65030636665332753,3.4345183787138565
103,0.65308170379644415,3.8093413969744807
104,0.65100627778524378,3.7455566966015361
105,0.6577980234680405,3.2041198118873266
106,0.66523853698408753,3.757946737434553
107,0.61770279220787871,3.5846078991889954
108,0.65932411673557323,3.4701240244119065
109,0.62628233145518475,3.5477986698565274
110,0.60805548170962964,3.4155510456665703
111,0.64281159549592493,3.657244703044062
112,0.62483342297105904,3.7645679660465405
113,0.66689125116331027,3.7967511830122573
114,0.69209462745362016,3.466005905814793
115,0.62350042864500754,3.6500887145166812
116,0.58028947086219329,3.8851560924364175
117,0.55767796583563445,3.6809677663056748
118,0.60916582216699444,3.2640074621076169
119,0.55523860113448409,3.6534577556278394
120,0.54572102517248633,3.8807475670524267
121,0.59053191578531838,3.5876484176386958
122,0.5607827352472099,4.033998927344447
123,0.54117891407874696,3.8005076543144556
124,0.54131738455539724,4.0571366652198462
125,0.49714021743780157,3.3800587109897449
126,0.50345457982586095,3.5628069276395053
127,0.51993363215980759,4.0734246761902515
128,0.49822148698640156,3.9151901058528735
129,0.48708852299724714,3.7442987068839697
130,0.46099243663161632,3.8122673397478848
131,0.46315166129764301,3.9764119568078415
132,0.52381672090794662,4.3452501452487446
133,0.45116226662354297,4.2923518756161565
134,0.4394797163914485,3.4805913632330685
135,0.43307165191116104,4.0547556825306108
136,0.39804477971720409,4.1016632448072015
137,0.44697119708520822,3.8144398772198223
138,0.43612900035208968,4.4126269869182417
139,0.45233688656106052,4.0076595855795816
140,0.41967663411275452,4.2608210003894307
141,0.44430930185389805,4.2421611262404397
142,0.40860169919499434,3.6445711436478989
143,0.43377875832908125,4.3064463579136394
144,0.44098556661103144,3.951773280682771
145,0.41336546443312999,3.5281273683776027
146,0.39618863506489488,4.1396962456081221
147,0.39459877613797245,4.9954801694206568
148,0.38361528228564434,4.4258936643600464
149,0.39260244540062295,4.1994468181029614
150,0.36612005998571234,3.6576202745022983
151,0.39067059925880776,4.4514454344044561
152,0.36561081316097671,4.1407279916431596
153,0.35718842981809595,4.1060215830802917
154,0.36329731744635535,4.3129927127257641
155,0.36904500056821182,4.2741558253765106
156,0.33345505370792133,4.0242502041485002
157,0.38991669848202221,4.2684694450834524
158,0.31042665498981992,3.9020537604456362
159,0.36220946104591151,4.2497317868730295
160,0.34909767899886673,4.3028516821239302
161,0.34713379881647694,3.8436313763908716
162,0.28708488709596264,4.1680675408114558
163,0.37668611679271041,4.1072486794513203
164,0.39300678428038055,3.9220894471458765
165,0.41079964560557558,3.8364787723707114
166,0.32788080304681538,3.6006536619818728
167,0.31506256090409784,3.9152180073053939
168,0.32181752387838192,4.2308715659639109
169,0.28872495449810143,3.8539993439031686
170,0.33160074198820505,4.3756285737390099
171,0.35994731414928494,4.3974329492320186
172,0.34068765742592066,4.474960956884467
173,0.40804729601704931,4.1469722131024236
174,0.31830240256456005,3.7157590259676394
175,0.34359784172960073,3.8815153707628665
176,0.30214660605752325,3.8800356206686599
177,0.29649779959076861,3.5350530510363369
178,0.28146807360182324,4.0434196384056751
179,0.33583357589072493,4.4790633709534351
180,0.32071280205644759,4.586488599362581
181,0.28199400003236458,4.5742452274198113
182,0.28748367165765132,4.1786801037581069
183,0.26801938186567947,3.9308477070020591
184,0.25727523037468092,4.1020887584789936
185,0.2557314812508692,4.4002643460812774
186,0.28458783622965755,4.15356793610946
187,0.26796646514929923,4.0223941466082698
188,0.26935758746891136,3.8804075458775396
189,0.27822585794401455,4.1163253784179688
190,0.27435187640857983,3.7312510065410449
191,0.24490301279597973,4.1961950361728668
192,0.26540987628949692,4.1896053682202874
193,0.26509122388908662,4.0623894981715987
194,0.31479857184262161,4.4978697455447652
195,0.29985553282032529,3.8634596207867498
196,0.2826469310346138,4.1803440607112385
197,0.26522251294858484,4.2921654685683874
198,0.23848644302911068,3.250495563382688
